Evolving 30 sharks over 10000 generations (max_steps=200, lives=3, mutation_rate=0.2, seed=0)...

  Gen |  Size |  Speed | Caution |  Fitness
 8927 | 8.377 | 11.007 |   0.338 |  60.3333
 8928 | 8.322 | 10.917 |   0.322 |  55.4333
 8929 | 8.322 | 10.917 |   0.322 |  52.0667
 8930 | 8.343 | 10.917 |   0.322 |  63.8000
 8931 | 8.337 | 10.685 |   0.372 |  25.2667
 8932 | 8.337 | 10.685 |   0.372 |  41.8667
 8933 | 8.390 | 10.900 |   0.370 |  47.0000
 8934 | 8.366 | 10.703 |   0.368 |  51.9667
 8935 | 8.425 | 11.035 |   0.368 |  50.2667
 8936 | 8.441 | 10.798 |   0.390 |  20.9000
 8937 | 9.000 | 10.748 |   0.384 |  65.3667
 8938 | 8.722 | 10.954 |   0.375 |  54.4667
 8939 | 8.553 | 10.462 |   0.370 |  58.7000
 8940 | 8.260 | 10.920 |   0.364 |  88.8000
 8941 | 8.935 | 11.586 |   0.380 |  72.1333
 8942 | 8.599 |  9.655 |   0.365 |  63.6333
 8943 | 8.412 | 10.529 |   0.373 |  71.0000
 8944 | 8.210 |  9.685 |   0.424 |  38.7333
 8945 | 8.381 | 10.064 |   0.290 |  63.7000
 8946 | 7.907 | 10.070 |   0.364 |  47.0333
 8947 | 8.179 | 10.222 |   0.396 |  44.5333
 8948 | 8.274 | 10.156 |   0.309 |  56.9667
 8949 | 8.297 | 10.409 |   0.381 |  93.8333
 8950 | 8.576 |  9.852 |   0.365 |  60.4667
 8951 | 8.377 | 10.425 |   0.356 |  70.4000
 8952 | 8.424 | 10.658 |   0.376 |  57.0667
 8953 | 8.580 | 10.220 |   0.357 |  49.6667
 8954 | 8.580 | 10.220 |   0.357 |  42.8333
 8955 | 8.796 | 10.228 |   0.335 |  78.7333
 8956 | 8.629 | 10.400 |   0.366 |  48.6667
 8957 | 8.095 | 10.981 |   0.367 |  72.0667
 8958 | 8.542 | 10.531 |   0.377 |  58.7333
 8959 | 8.608 | 10.615 |   0.303 |  49.0333
 8960 | 8.498 | 11.307 |   0.362 |  58.1333
 8961 | 8.790 | 10.529 |   0.333 |  45.3000
 8962 | 8.757 | 10.109 |   0.364 |  43.5000
 8963 | 7.957 | 10.720 |   0.358 |  48.6333
 8964 | 8.815 | 10.305 |   0.378 |  58.6333
 8965 | 8.248 | 10.616 |   0.353 |  61.9667
 8966 | 8.771 | 10.311 |   0.377 |  41.2000
 8967 | 7.533 | 10.539 |   0.361 |  51.9667
 8968 | 8.732 | 10.311 |   0.377 |  65.3333
 8969 | 8.502 | 11.005 |   0.367 |  38.6000
 8970 | 8.743 | 10.455 |   0.377 |  48.6000
 8971 | 8.696 | 10.109 |   0.328 |  48.6333
 8972 | 8.783 | 10.216 |   0.332 |  38.6000
 8973 | 8.775 | 10.201 |   0.357 |  38.6667
 8974 | 8.848 | 10.105 |   0.423 |  26.9333
 8975 | 8.783 | 10.286 |   0.357 |  45.9333
 8976 | 8.786 | 10.168 |   0.357 |  34.8667
 8977 | 8.712 | 10.541 |   0.314 |  54.1667
 8978 | 8.748 | 10.401 |   0.335 |  92.1333
 8979 | 8.653 | 10.341 |   0.352 |  53.7333
 8980 | 8.663 | 10.702 |   0.324 |  62.1000
 8981 | 8.655 | 10.407 |   0.362 |  53.7333
 8982 | 8.979 | 10.377 |   0.298 |  82.1333
 8983 | 8.370 | 10.701 |   0.342 |  58.7000
 8984 | 8.703 | 10.281 |   0.342 |  77.0333
 8985 | 8.710 | 10.382 |   0.367 |  60.3333
 8986 | 9.000 |  9.668 |   0.287 |  44.4667
 8987 | 8.819 | 10.170 |   0.303 |  59.7333
 8988 | 8.838 | 10.416 |   0.358 |  70.4667
 8989 | 8.721 | 10.559 |   0.360 |  66.9667
 8990 | 8.792 | 10.571 |   0.377 |  66.3000
 8991 | 8.767 | 10.503 |   0.337 |  62.3000
 8992 | 8.924 | 10.062 |   0.345 |  48.7000
 8993 | 8.991 | 10.380 |   0.368 |  62.0333
 8994 | 8.941 | 10.884 |   0.372 |  51.9667
 8995 | 8.955 | 10.924 |   0.301 |  47.0333
 8996 | 8.935 | 10.235 |   0.360 |  51.9667
 8997 | 8.803 | 10.595 |   0.348 |  51.5000
 8998 | 8.825 | 10.398 |   0.362 |  53.7667
 8999 | 8.999 | 10.409 |   0.354 |  65.4333
 9000 | 8.894 | 10.607 |   0.395 |  38.6000
 9001 | 8.989 | 10.507 |   0.358 |  38.5667
 9002 | 8.403 | 10.434 |   0.308 |  38.9667
 9003 | 8.989 | 10.507 |   0.358 |  78.7333
 9004 | 8.573 | 10.455 |   0.323 |  70.4000
 9005 | 8.599 | 10.532 |   0.332 |  97.1667
 9006 | 8.824 | 10.125 |   0.373 |  47.1333
 9007 | 8.506 | 10.459 |   0.333 |  78.7333
 9008 | 8.574 | 10.374 |   0.341 |  73.7000
 9009 | 8.994 | 10.173 |   0.361 |  39.8333
 9010 | 8.648 | 10.044 |   0.382 |  53.2000
 9011 | 8.620 | 10.372 |   0.338 |  41.9333
 9012 | 8.397 | 10.967 |   0.362 |  78.7333
 9013 | 8.562 | 10.339 |   0.346 |  62.0333
 9014 | 8.566 | 10.327 |   0.339 |  75.4333
 9015 | 8.175 | 10.736 |   0.353 |  68.6667
 9016 | 8.657 | 10.143 |   0.415 |  57.0667
 9017 | 7.896 | 10.454 |   0.311 |  52.0667
 9018 | 7.896 | 10.454 |   0.311 |  68.7000
 9019 | 8.211 | 10.677 |   0.349 |  50.2333
 9020 | 8.049 | 10.406 |   0.358 |  87.1000
 9021 | 7.727 | 10.069 |   0.321 |  83.7667
 9022 | 7.927 | 10.650 |   0.340 |  51.9333
 9023 | 7.975 | 10.480 |   0.330 |  60.3000
 9024 | 7.859 | 10.898 |   0.335 |  65.3333
 9025 | 7.304 | 11.047 |   0.330 |  46.9333
 9026 | 7.932 | 10.569 |   0.376 |  51.9667
 9027 | 8.360 | 10.754 |   0.369 |  60.3333
 9028 | 7.586 | 10.948 |   0.342 |  58.8000
 9029 | 6.961 | 10.781 |   0.348 |  51.9667
 9030 | 8.042 | 11.135 |   0.352 |  62.0333
 9031 | 8.397 | 10.773 |   0.361 |  62.0333
 9032 | 7.947 | 11.116 |   0.355 |  48.7333
 9033 | 8.467 | 11.224 |   0.363 |  65.3667
 9034 | 9.000 | 11.134 |   0.360 |  46.9333
 9035 | 7.986 | 10.645 |   0.371 |  38.6333
 9036 | 8.192 | 10.934 |   0.411 |  51.9667
 9037 | 8.314 | 10.959 |   0.365 |  60.5000
 9038 | 8.130 | 10.743 |   0.383 |  63.6667
 9039 | 8.107 | 10.945 |   0.371 |  65.3333
 9040 | 8.312 | 10.457 |   0.358 |  35.3667
 9041 | 8.289 | 10.528 |   0.363 |  42.8333
 9042 | 8.218 | 10.899 |   0.375 |  60.3333
 9043 | 8.262 | 10.670 |   0.367 |  63.6667
 9044 | 8.262 | 10.670 |   0.367 |  52.0333
 9045 | 8.171 | 11.406 |   0.264 |  65.3333
 9046 | 8.231 | 10.718 |   0.253 |  72.0000
 9047 | 8.237 | 10.691 |   0.280 |  48.6333
 9048 | 8.276 | 11.053 |   0.365 |  63.6333
 9049 | 8.276 | 11.053 |   0.365 |  75.4000
 9050 | 7.793 | 10.835 |   0.375 |  42.7333
 9051 | 8.020 | 11.145 |   0.316 |  80.5333
 9052 | 7.443 | 10.899 |   0.355 |  60.3333
 9053 | 8.211 | 10.955 |   0.381 |  50.3333
 9054 | 8.188 |  9.948 |   0.366 |  51.9667
 9055 | 7.408 | 10.767 |   0.382 |  55.6000
 9056 | 8.162 |  9.888 |   0.356 |  64.6000
 9057 | 7.884 | 11.129 |   0.293 |  77.0667
 9058 | 7.827 | 10.849 |   0.318 |  48.6333
 9059 | 7.710 | 10.765 |   0.363 |  65.3333
 9060 | 7.687 | 10.994 |   0.357 |  63.7000
 9061 | 7.764 | 10.971 |   0.360 |  53.6667
 9062 | 8.887 | 10.757 |   0.279 |  52.0000
 9063 | 8.026 | 11.706 |   0.384 |  73.7000
 9064 | 8.137 | 11.115 |   0.337 |  52.0000
 9065 | 8.145 | 11.414 |   0.360 |  48.7000
 9066 | 7.941 | 10.947 |   0.399 |  55.3000
 9067 | 7.698 | 10.964 |   0.373 |  78.7333
 9068 | 7.816 | 10.914 |   0.365 |  55.3000
 9069 | 7.717 | 11.256 |   0.336 |  40.3667
 9070 | 8.203 | 11.398 |   0.370 |  73.6667
 9071 | 8.223 | 11.169 |   0.353 |  55.7333
 9072 | 8.060 | 11.476 |   0.397 |  40.7667
 9073 | 8.127 | 11.499 |   0.379 |  43.5667
 9074 | 7.877 | 11.428 |   0.477 |  50.2667
 9075 | 8.066 | 11.442 |   0.422 |  53.6333
 9076 | 8.072 | 11.312 |   0.430 |  53.6000
 9077 | 7.670 | 11.497 |   0.407 |  55.3000
 9078 | 8.051 | 11.437 |   0.424 |  78.7333
 9079 | 7.863 | 11.514 |   0.421 |  50.2667
 9080 | 7.892 | 11.792 |   0.359 |  70.4000
 9081 | 8.334 | 11.519 |   0.362 |  48.6333
 9082 | 8.152 | 11.572 |   0.306 |  70.3667
 9083 | 8.306 | 11.622 |   0.364 |  53.7667
 9084 | 8.109 | 11.240 |   0.387 |  41.8333
 9085 | 7.774 | 11.045 |   0.391 |  43.7000
 9086 | 8.027 | 11.594 |   0.379 |  51.9333
 9087 | 8.455 | 11.582 |   0.377 |  31.6000
 9088 | 8.143 | 11.362 |   0.352 |  35.3333
 9089 | 8.427 | 11.596 |   0.378 |  63.6667
 9090 | 8.408 | 11.637 |   0.557 |  32.7000
 9091 | 7.962 | 11.666 |   0.325 |  60.3333
 9092 | 7.980 | 11.622 |   0.338 |  31.9000
 9093 | 8.132 | 12.000 |   0.388 |  60.4000
 9094 | 8.230 | 11.516 |   0.359 |  35.0000
 9095 | 8.510 | 11.654 |   0.493 |  45.2333
 9096 | 8.306 | 11.571 |   0.520 |  68.6667
 9097 | 8.583 | 11.544 |   0.382 |  50.2667
 9098 | 8.301 | 10.941 |   0.506 |  50.2667
 9099 | 8.195 | 11.660 |   0.450 |  41.9000
 9100 | 8.334 | 11.359 |   0.507 |  63.6333
 9101 | 8.946 | 12.000 |   0.369 |  26.9333
 9102 | 8.083 | 11.447 |   0.421 |  57.1667
 9103 | 8.064 | 11.458 |   0.419 |  44.7000
 9104 | 8.064 | 11.458 |   0.419 |  50.6000
 9105 | 8.323 | 11.131 |   0.385 |  46.9333
 9106 | 8.067 | 11.638 |   0.370 |  48.7000
 9107 | 8.545 | 11.258 |   0.379 |  37.2333
 9108 | 8.311 | 11.572 |   0.372 |  70.4000
 9109 | 8.153 | 11.372 |   0.459 |  60.3333
 9110 | 8.254 | 11.862 |   0.356 |  40.2000
 9111 | 8.425 | 11.482 |   0.296 |  45.4000
 9112 | 8.136 | 11.554 |   0.360 |  52.0000
 9113 | 8.581 | 11.114 |   0.358 |  46.9333
 9114 | 8.178 | 11.615 |   0.364 |  65.3333
 9115 | 8.445 | 12.000 |   0.328 |  57.0000
 9116 | 8.276 | 11.885 |   0.358 |  38.3000
 9117 | 8.787 | 11.415 |   0.367 |  48.6333
 9118 | 8.292 | 11.476 |   0.376 |  55.1000
 9119 | 8.510 | 11.622 |   0.358 |  62.3333
 9120 | 8.298 | 11.493 |   0.376 |  73.7000
 9121 | 8.298 | 11.493 |   0.376 |  57.0333
 9122 | 8.751 | 11.443 |   0.361 |  75.4000
 9123 | 8.312 | 11.219 |   0.358 |  63.7000
 9124 | 8.433 | 10.459 |   0.354 |  38.6667
 9125 | 8.441 | 10.487 |   0.355 |  50.2333
 9126 | 8.099 | 11.175 |   0.366 |  55.3000
 9127 | 7.995 | 11.132 |   0.366 |  75.4333
 9128 | 8.717 | 11.220 |   0.264 |  53.7333
 9129 | 8.434 | 11.004 |   0.348 |  67.0667
 9130 | 8.467 | 10.924 |   0.319 |  45.9667
 9131 | 8.546 | 11.813 |   0.324 |  43.6333
 9132 | 8.418 | 10.890 |   0.313 |  50.3000
 9133 | 8.291 | 10.376 |   0.319 |  78.7333
 9134 | 7.455 | 10.814 |   0.326 |  55.3333
 9135 | 8.332 | 10.989 |   0.324 |  53.6667
 9136 | 8.573 | 10.865 |   0.321 |  60.4000
 9137 | 8.183 | 10.608 |   0.306 |  59.9667
 9138 | 8.592 | 10.678 |   0.355 |  36.8667
 9139 | 8.484 | 10.698 |   0.371 |  57.0667
 9140 | 7.709 | 11.511 |   0.430 |  50.2333
 9141 | 8.167 | 11.052 |   0.385 |  43.6000
 9142 | 8.606 | 10.662 |   0.374 |  41.9333
 9143 | 8.154 | 11.077 |   0.293 |  35.9333
 9144 | 8.184 | 11.537 |   0.502 |  55.3000
 9145 | 8.255 | 11.037 |   0.344 |  83.8667
 9146 | 8.456 | 10.383 |   0.387 |  50.2667
 9147 | 8.167 | 10.790 |   0.356 |  67.1000
 9148 | 8.016 |  9.514 |   0.399 |  44.7333
 9149 | 8.161 | 10.399 |   0.361 |  46.9333
 9150 | 8.161 |  9.902 |   0.361 |  77.2000
 9151 | 8.305 | 10.426 |   0.503 |  51.1333
 9152 | 8.200 | 10.449 |   0.351 |  46.9333
 9153 | 7.988 | 10.600 |   0.180 |  47.0000
 9154 | 8.457 | 10.481 |   0.437 |  63.6333
 9155 | 8.074 | 10.385 |   0.391 |  21.9000
 9156 | 8.293 | 10.185 |   0.443 |  50.4000
 9157 | 8.055 |  9.823 |   0.432 |  56.9667
 9158 | 8.107 | 10.060 |   0.404 |  58.6000
 9159 | 8.120 | 10.584 |   0.369 |  77.0333
 9160 | 8.054 |  9.954 |   0.543 |  51.9333
 9161 | 8.215 | 10.107 |   0.429 |  43.6000
 9162 | 8.124 | 10.271 |   0.477 |  57.0000
 9163 | 8.128 | 10.169 |   0.421 |  65.3333
 9164 | 8.057 | 10.166 |   0.424 |  62.1333
 9165 | 8.064 | 10.182 |   0.422 |  45.3667
 9166 | 8.259 | 10.281 |   0.339 |  52.0333
 9167 | 8.227 |  9.988 |   0.431 |  37.5333
 9168 | 8.227 |  9.179 |   0.431 |  28.5000
 9169 | 8.220 | 10.367 |   0.361 |  73.7000
 9170 | 8.090 |  9.943 |   0.372 |  70.4333
 9171 | 8.120 | 10.451 |   0.375 |  60.3000
 9172 | 8.184 | 10.238 |   0.552 |  50.2333
 9173 | 8.418 | 10.193 |   0.457 |  60.3000
 9174 | 8.213 | 10.672 |   0.352 |  58.8667
 9175 | 8.220 | 10.072 |   0.376 |  46.9333
 9176 | 8.429 | 10.881 |   0.448 |  59.5667
 9177 | 7.419 |  9.540 |   0.276 |  69.4667
 9178 | 7.710 |  9.656 |   0.344 |  50.4000
 9179 | 7.617 |  9.893 |   0.365 |  72.0667
 9180 | 7.545 | 10.118 |   0.431 |  58.7000
 9181 | 8.561 | 10.113 |   0.415 |  28.6000
 9182 | 7.841 |  9.340 |   0.352 |  57.0667
 9183 | 7.572 |  9.821 |   0.349 |  73.7000
 9184 | 7.135 |  9.993 |   0.366 |  48.6333
 9185 | 7.806 |  9.358 |   0.354 |  45.3333
 9186 | 7.362 |  9.886 |   0.389 |  41.3667
 9187 | 7.761 |  9.921 |   0.405 |  37.0333
 9188 | 7.728 | 10.005 |   0.402 |  77.0667
 9189 | 7.882 |  9.976 |   0.362 |  53.8667
 9190 | 7.903 |  9.942 |   0.379 |  46.9000
 9191 | 7.697 |  9.793 |   0.369 |  44.1667
 9192 | 7.955 |  9.884 |   0.338 |  90.4333
 9193 | 7.776 | 10.126 |   0.375 |  52.0000
 9194 | 7.596 | 10.988 |   0.378 |  45.3667
 9195 | 8.211 | 10.111 |   0.369 |  43.6000
 9196 | 7.716 | 10.683 |   0.355 |  35.8000
 9197 | 7.716 | 10.683 |   0.355 |  57.0000
 9198 | 7.863 |  9.957 |   0.430 |  51.9333
 9199 | 7.836 | 10.092 |   0.415 |  33.2667
 9200 | 7.983 | 10.507 |   0.340 |  51.1000
 9201 | 7.437 | 10.301 |   0.288 |  55.3000
 9202 | 7.953 | 10.215 |   0.391 |  55.3000
 9203 | 7.623 | 10.226 |   0.303 |  70.4667
 9204 | 7.850 | 10.147 |   0.363 |  63.6667
 9205 | 7.654 | 10.208 |   0.339 |  35.3000
 9206 | 7.516 | 10.140 |   0.327 |  60.3333
 9207 | 7.717 | 10.232 |   0.399 |  36.1333
 9208 | 7.719 | 10.223 |   0.396 |  51.2333
 9209 | 6.766 | 10.038 |   0.344 |  63.6667
 9210 | 8.109 | 10.089 |   0.373 |  41.4333
 9211 | 8.109 | 10.089 |   0.373 |  60.3667
 9212 | 7.609 | 10.128 |   0.367 |  57.0000
 9213 | 7.934 | 10.115 |   0.366 |  80.4333
 9214 | 7.932 | 10.104 |   0.371 |  50.2667
 9215 | 7.951 | 10.111 |   0.362 |  48.7000
 9216 | 7.836 | 10.108 |   0.372 |  55.3333
 9217 | 7.873 |  9.963 |   0.372 |  70.4000
 9218 | 7.628 | 10.094 |   0.376 |  63.8000
 9219 | 7.933 | 10.590 |   0.413 |  67.0000
 9220 | 7.938 | 10.113 |   0.323 |  36.9667
 9221 | 7.400 | 10.186 |   0.360 |  53.7000
 9222 | 7.366 | 10.078 |   0.392 |  53.5667
 9223 | 7.732 | 10.545 |   0.357 |  53.7333
 9224 | 7.732 | 10.480 |   0.358 |  82.0667
 9225 | 7.779 | 10.347 |   0.367 |  38.6667
 9226 | 7.970 | 10.163 |   0.321 |  50.3000
 9227 | 7.835 | 10.301 |   0.329 |  55.5000
 9228 | 7.695 | 11.265 |   0.332 |  60.4000
 9229 | 8.206 | 10.477 |   0.298 |  55.3000
 9230 | 7.861 | 10.514 |   0.314 |  47.8667
 9231 | 8.383 | 10.631 |   0.366 |  40.7333
 9232 | 7.629 | 10.444 |   0.291 |  22.7667
 9233 | 7.891 |  9.422 |   0.368 |  45.3333
 9234 | 7.972 |  9.626 |   0.362 |  65.3333
 9235 | 7.872 |  9.474 |   0.395 |  36.9000
 9236 | 7.911 |  8.532 |   0.328 |  53.6667
 9237 | 7.993 | 10.350 |   0.370 |  53.6667
 9238 | 7.485 |  9.476 |   0.381 |  38.6000
 9239 | 8.228 | 10.705 |   0.326 |  60.3000
 9240 | 8.084 | 10.378 |   0.352 |  58.6667
 9241 | 7.699 |  9.854 |   0.378 |  47.0333
 9242 | 8.000 | 10.097 |   0.374 |  62.1333
 9243 | 8.272 |  9.997 |   0.374 |  60.3333
 9244 | 7.835 |  9.974 |   0.378 |  52.0000
 9245 | 7.563 |  9.945 |   0.344 |  59.3667
 9246 | 8.206 | 10.558 |   0.367 |  83.8000
 9247 | 7.579 |  9.914 |   0.342 |  48.6333
 9248 | 7.386 | 10.001 |   0.372 |  38.5667
 9249 | 7.323 |  9.462 |   0.344 |  46.9333
 9250 | 7.844 | 10.257 |   0.356 |  46.9333
 9251 | 8.153 | 10.023 |   0.330 |  73.7000
 9252 | 7.988 |  9.992 |   0.360 |  78.7667
 9253 | 7.997 | 10.027 |   0.336 |  68.7667
 9254 | 7.773 |  9.689 |   0.355 |  43.6333
 9255 | 7.773 |  9.689 |   0.355 |  60.6000
 9256 | 7.377 | 10.059 |   0.341 |  41.9333
 9257 | 7.840 |  9.694 |   0.341 |  60.3000
 9258 | 7.630 |  9.496 |   0.320 |  45.3000
 9259 | 7.864 |  9.965 |   0.351 |  58.7000
 9260 | 7.487 |  9.514 |   0.376 |  68.2667
 9261 | 7.844 | 10.427 |   0.352 |  60.3333
 9262 | 7.598 | 10.208 |   0.382 |  58.7667
 9263 | 7.598 | 10.208 |   0.382 |  50.3000
 9264 | 7.620 | 10.239 |   0.372 |  53.6667
 9265 | 7.562 |  9.728 |   0.366 |  60.3333
 9266 | 8.078 | 10.103 |   0.359 |  68.6667
 9267 | 7.691 |  9.773 |   0.416 |  70.4000
 9268 | 7.852 | 10.058 |   0.363 |  48.7000
 9269 | 7.592 |  9.457 |   0.256 |  43.7000
 9270 | 7.592 |  9.457 |   0.256 |  65.3667
 9271 | 8.096 |  9.781 |   0.268 |  75.4333
 9272 | 8.102 |  9.762 |   0.268 |  60.3000
 9273 | 7.870 | 10.139 |   0.347 |  54.0000
 9274 | 7.879 | 10.981 |   0.362 |  52.0000
 9275 | 8.203 |  9.642 |   0.337 |  62.0000
 9276 | 8.203 |  9.642 |   0.337 |  41.9333
 9277 | 8.207 |  9.798 |   0.336 |  60.3333
 9278 | 7.810 | 10.741 |   0.404 |  63.7000
 9279 | 8.053 | 10.161 |   0.347 |  48.7000
 9280 | 7.576 | 10.124 |   0.319 |  42.0000
 9281 | 7.933 | 10.351 |   0.376 |  82.0667
 9282 | 7.911 | 10.217 |   0.364 |  65.4333
 9283 | 7.893 | 10.235 |   0.373 |  72.0000
 9284 | 7.711 |  9.917 |   0.377 |  45.6000
 9285 | 7.918 | 10.299 |   0.410 |  58.2667
 9286 | 7.716 | 10.299 |   0.343 |  48.7000
 9287 | 7.963 | 10.269 |   0.391 |  50.2667
 9288 | 7.646 | 10.205 |   0.378 |  70.4667
 9289 | 7.646 | 10.205 |   0.380 |  66.2000
 9290 | 7.638 | 10.228 |   0.399 |  72.1000
 9291 | 7.638 | 10.228 |   0.399 |  63.6667
 9292 | 6.731 | 10.225 |   0.378 |  92.1333
 9293 | 7.933 | 10.167 |   0.406 |  60.3333
 9294 | 7.613 | 10.006 |   0.379 |  73.8000
 9295 | 7.923 |  9.399 |   0.376 |  35.4000
 9296 | 8.558 | 10.030 |   0.326 |  36.8667
 9297 | 7.774 | 10.082 |   0.327 |  60.3333
 9298 | 7.774 | 10.082 |   0.327 |  51.9667
 9299 | 7.880 | 10.251 |   0.356 |  55.9000
 9300 | 7.766 | 10.541 |   0.359 |  57.6000
 9301 | 7.743 | 10.903 |   0.372 |  67.3000
 9302 | 7.730 | 10.475 |   0.359 |  64.6667
 9303 | 7.614 | 10.465 |   0.303 |  56.9667
 9304 | 7.506 | 10.566 |   0.332 |  82.0667
 9305 | 7.500 | 10.451 |   0.295 |  50.3000
 9306 | 7.506 | 10.660 |   0.332 |  65.3333
 9307 | 7.579 | 10.812 |   0.345 |  65.3333
 9308 | 7.620 | 10.857 |   0.350 |  33.5667
 9309 | 7.691 | 11.223 |   0.363 |  72.1667
 9310 | 7.746 | 10.582 |   0.319 |  67.0333
 9311 | 7.586 | 11.160 |   0.352 |  36.9000
 9312 | 7.726 | 10.873 |   0.346 |  46.9333
 9313 | 7.620 | 11.079 |   0.350 |  46.7333
 9314 | 7.072 | 11.173 |   0.347 |  48.6333
 9315 | 7.802 | 11.282 |   0.344 |  57.0667
 9316 | 7.702 | 11.469 |   0.361 |  70.4000
 9317 | 7.572 | 11.113 |   0.325 |  37.0000
 9318 | 7.620 | 11.751 |   0.361 |  70.3667
 9319 | 7.595 | 10.956 |   0.360 |  50.4000
 9320 | 7.685 | 10.788 |   0.313 |  40.3333
 9321 | 8.107 | 10.142 |   0.312 |  60.3333
 9322 | 7.613 | 10.632 |   0.380 |  49.0333
 9323 | 7.712 | 10.153 |   0.318 |  40.2333
 9324 | 7.638 | 10.474 |   0.378 |  46.9000
 9325 | 7.557 | 10.602 |   0.352 |  50.2667
 9326 | 7.971 | 10.264 |   0.336 |  73.7000
 9327 | 8.038 |  9.667 |   0.340 |  53.7333
 9328 | 7.634 | 10.053 |   0.378 |  28.5333
 9329 | 7.690 | 10.026 |   0.371 |  58.6333
 9330 | 7.583 | 10.414 |   0.342 |  43.6000
 9331 | 6.739 | 10.351 |   0.362 |  67.0667
 9332 | 8.027 | 10.501 |   0.224 |  63.9000
 9333 | 7.986 | 10.498 |   0.234 |  55.3667
 9334 | 6.942 | 10.374 |   0.374 |  60.3000
 9335 | 7.776 | 11.267 |   0.323 |  43.5667
 9336 | 7.622 | 10.771 |   0.260 |  66.5333
 9337 | 7.595 | 10.795 |   0.298 |  58.8000
 9338 | 7.121 | 11.381 |   0.276 |  60.3000
 9339 | 6.684 | 11.029 |   0.440 |  58.7667
 9340 | 6.772 | 11.220 |   0.310 |  65.3667
 9341 | 6.960 | 10.797 |   0.293 |  48.7000
 9342 | 7.259 | 11.034 |   0.376 |  50.3000
 9343 | 7.210 | 11.000 |   0.383 |  48.7333
 9344 | 7.062 | 10.980 |   0.356 |  51.9667
 9345 | 7.175 | 10.942 |   0.376 |  33.5333
 9346 | 7.017 | 10.702 |   0.335 |  82.2333
 9347 | 7.333 | 10.109 |   0.358 |  60.3333
 9348 | 7.131 | 11.326 |   0.276 |  32.1667
 9349 | 7.055 | 11.054 |   0.360 |  82.0667
 9350 | 6.567 | 11.305 |   0.372 |  53.6667
 9351 | 7.064 | 11.077 |   0.366 |  73.7000
 9352 | 7.411 | 11.059 |   0.361 |  78.7333
 9353 | 7.363 | 10.966 |   0.360 |  62.0000
 9354 | 7.038 | 11.047 |   0.294 |  57.0333
 9355 | 7.186 | 10.878 |   0.361 |  72.1000
 9356 | 7.229 | 11.157 |   0.415 |  46.9333
 9357 | 7.201 | 10.977 |   0.380 |  70.3667
 9358 | 7.212 | 10.813 |   0.375 |  85.5667
 9359 | 7.273 | 11.049 |   0.377 |  83.7667
 9360 | 7.229 | 11.207 |   0.405 |  63.6667
 9361 | 7.330 | 11.027 |   0.298 |  83.8000
 9362 | 7.296 | 10.674 |   0.371 |  48.7333
 9363 | 7.309 | 10.890 |   0.387 |  56.9667
 9364 | 6.785 | 11.076 |   0.298 |  46.5667
 9365 | 7.200 | 11.009 |   0.303 |  30.3000
 9366 | 7.059 | 11.279 |   0.444 |  46.9667
 9367 | 7.271 | 10.859 |   0.369 |  38.6333
 9368 | 7.051 | 10.802 |   0.261 |  55.4667
 9369 | 7.179 | 10.923 |   0.454 |  70.4667
 9370 | 7.300 | 11.816 |   0.392 |  65.3667
 9371 | 7.301 | 11.672 |   0.386 |  51.9667
 9372 | 7.088 | 11.320 |   0.382 |  50.1667
 9373 | 7.301 | 11.667 |   0.479 |  50.3000
 9374 | 7.213 | 10.723 |   0.337 |  43.6000
 9375 | 7.155 | 11.009 |   0.362 |  62.0000
 9376 | 7.291 | 11.689 |   0.362 |  50.2667
 9377 | 7.223 | 11.146 |   0.307 |  58.7667
 9378 | 7.312 | 10.512 |   0.398 |  60.8667
 9379 | 7.256 | 10.926 |   0.369 |  60.3000
 9380 | 6.652 | 11.155 |   0.341 |  60.5667
 9381 | 7.080 | 10.736 |   0.381 |  65.3333
 9382 | 7.211 | 10.832 |   0.393 |  55.3000
 9383 | 7.459 | 10.321 |   0.424 |  56.9667
 9384 | 7.345 | 11.255 |   0.487 |  55.2667
 9385 | 7.311 | 10.865 |   0.458 |  51.9333
 9386 | 7.098 | 11.285 |   0.380 |  38.5667
 9387 | 7.469 | 11.024 |   0.457 |  48.7000
 9388 | 7.089 | 11.218 |   0.416 |  48.6000
 9389 | 7.294 | 11.327 |   0.456 |  33.7000
 9390 | 7.413 | 11.363 |   0.463 |  72.0667
 9391 | 7.325 | 11.726 |   0.428 |  45.3000
 9392 | 7.325 | 11.726 |   0.428 |  43.6000
 9393 | 7.326 | 11.353 |   0.464 |  55.3000
 9394 | 7.326 | 11.353 |   0.464 |  25.3667
 9395 | 7.035 | 11.348 |   0.445 |  53.6000
 9396 | 7.493 | 11.249 |   0.379 |  40.3667
 9397 | 7.594 | 10.791 |   0.346 |  50.3000
 9398 | 6.650 | 11.425 |   0.346 |  51.9667
 9399 | 7.033 | 11.488 |   0.391 |  38.6667
 9400 | 7.471 | 10.913 |   0.362 |  70.4000
 9401 | 7.307 | 11.404 |   0.362 |  75.4000
 9402 | 7.262 | 11.225 |   0.374 |  51.0333
 9403 | 7.342 | 11.182 |   0.381 |  72.0667
 9404 | 7.325 | 10.751 |   0.374 |  50.4000
 9405 | 8.108 | 11.316 |   0.271 |  83.8333
 9406 | 7.301 | 10.630 |   0.394 |  60.3667
