Evolving 30 sharks over 10000 generations (max_steps=200, lives=3, mutation_rate=0.2, seed=0)...

  Gen |  Size |  Speed | Caution |  Fitness
 2520 | 7.232 | 11.693 |   0.428 |  28.4667
 2521 | 7.762 | 11.787 |   0.352 |  40.6667
 2522 | 7.692 | 11.892 |   0.313 |  21.8667
 2523 | 7.707 | 11.540 |   0.440 |  58.4000
 2524 | 7.703 | 11.426 |   0.411 |  47.5667
 2525 | 7.807 | 11.580 |   0.400 |  39.5667
 2526 | 7.706 | 11.543 |   0.422 |  36.4333
 2527 | 7.777 | 11.310 |   0.402 |  75.4333
 2528 | 7.660 | 11.850 |   0.407 |  44.0667
 2529 | 7.987 | 11.043 |   0.398 |  30.2667
 2530 | 7.276 | 11.378 |   0.388 |  49.1333
 2531 | 7.690 | 11.751 |   0.411 |  63.5000
 2532 | 8.245 | 12.000 |   0.487 |  75.6333
 2533 | 7.302 | 11.419 |   0.386 |  60.8000
 2534 | 7.615 | 11.935 |   0.412 |  61.7000
 2535 | 7.583 | 11.574 |   0.414 |  65.3667
 2536 | 7.676 | 11.773 |   0.407 |  35.7333
 2537 | 7.680 | 11.307 |   0.490 |  21.9667
 2538 | 7.672 | 10.468 |   0.402 |  26.0667
 2539 | 7.675 | 10.508 |   0.400 |  74.5667
 2540 | 7.816 | 10.555 |   0.447 |  41.1667
 2541 | 7.487 | 11.452 |   0.389 |  51.6000
 2542 | 7.436 | 11.298 |   0.389 |  35.7667
 2543 | 7.499 | 11.036 |   0.395 |  50.5000
 2544 | 7.703 | 11.224 |   0.376 |  43.3667
 2545 | 7.703 | 11.222 |   0.377 |  42.1333
 2546 | 7.626 | 11.077 |   0.366 |  32.5667
 2547 | 7.922 | 11.375 |   0.351 |  38.8333
 2548 | 7.583 | 11.229 |   0.339 |  66.2000
 2549 | 7.999 | 11.651 |   0.371 |  47.7333
 2550 | 7.700 | 12.000 |   0.350 |  54.4000
 2551 | 7.470 | 11.160 |   0.337 |  36.4667
 2552 | 7.728 | 11.448 |   0.356 |  19.7333
 2553 | 7.312 | 11.529 |   0.343 |  37.0000
 2554 | 7.945 | 11.594 |   0.406 |  23.4333
 2555 | 8.207 | 11.736 |   0.388 |  37.4000
 2556 | 7.286 | 10.893 |   0.411 |  41.5333
 2557 | 8.036 | 11.662 |   0.389 |  48.9333
 2558 | 7.434 | 11.162 |   0.355 |  46.8667
 2559 | 8.377 | 12.000 |   0.410 |  62.3667
 2560 | 7.324 | 11.275 |   0.406 |  30.1000
 2561 | 8.129 | 11.917 |   0.411 |  52.3667
 2562 | 7.892 | 11.493 |   0.392 |  71.5000
 2563 | 7.309 | 11.657 |   0.403 |  50.4000
 2564 | 7.726 | 11.946 |   0.430 |  35.3000
 2565 | 7.415 | 11.651 |   0.409 |  12.4333
 2566 | 7.415 | 11.651 |   0.409 |  53.2333
 2567 | 8.178 | 11.623 |   0.403 |  56.5667
 2568 | 8.010 | 11.451 |   0.415 |  40.6000
 2569 | 7.918 | 10.890 |   0.413 |  49.4667
 2570 | 8.030 | 11.840 |   0.410 |  58.2667
 2571 | 7.977 | 11.405 |   0.447 |  50.0667
 2572 | 8.071 | 11.511 |   0.498 |  52.2667
 2573 | 7.716 | 12.000 |   0.495 |  48.3333
 2574 | 8.194 | 10.971 |   0.503 |  48.8000
 2575 | 8.189 | 12.000 |   0.454 |  30.5000
 2576 | 7.980 | 10.758 |   0.526 |  57.7333
 2577 | 7.980 | 10.758 |   0.526 |  58.7667
 2578 | 7.671 | 11.452 |   0.481 |  84.0000
 2579 | 7.829 | 11.100 |   0.434 |  55.0333
 2580 | 7.836 | 11.289 |   0.434 |  31.3667
 2581 | 7.428 | 12.000 |   0.571 |  53.7000
 2582 | 7.746 | 11.463 |   0.429 |  53.8000
 2583 | 7.783 | 11.445 |   0.575 |  39.1667
 2584 | 7.486 | 11.423 |   0.440 |  43.3333
 2585 | 7.569 | 11.455 |   0.468 |  23.7333
 2586 | 7.663 | 11.291 |   0.466 |  40.3667
 2587 | 7.637 | 11.353 |   0.418 |  61.5333
 2588 | 7.637 | 11.353 |   0.418 |  22.8667
 2589 | 7.962 | 11.353 |   0.452 |  48.9667
 2590 | 8.226 | 11.322 |   0.372 |  71.6667
 2591 | 7.460 | 11.300 |   0.368 |  50.1000
 2592 | 6.932 | 11.124 |   0.372 |  65.0667
 2593 | 8.147 | 11.281 |   0.366 |  51.7000
 2594 | 6.887 | 11.168 |   0.371 |  50.9000
 2595 | 7.103 | 11.204 |   0.368 |  42.3000
 2596 | 7.609 | 11.046 |   0.328 |  53.0333
 2597 | 7.907 | 10.552 |   0.371 |  73.9667
 2598 | 7.845 | 10.460 |   0.369 |  66.0667
 2599 | 7.445 | 11.255 |   0.355 |  43.6000
 2600 | 7.445 | 10.803 |   0.366 |  55.9000
 2601 | 7.404 | 10.790 |   0.316 |  51.6333
 2602 | 7.479 | 11.379 |   0.418 |  63.5333
 2603 | 7.523 | 11.301 |   0.319 |  23.2333
 2604 | 7.513 | 11.109 |   0.367 |  93.9333
 2605 | 7.900 | 11.204 |   0.360 |  70.5000
 2606 | 7.509 | 10.856 |   0.356 |  80.7667
 2607 | 7.304 | 11.353 |   0.432 |  48.8333
 2608 | 7.071 | 11.815 |   0.376 |  42.3333
 2609 | 7.622 | 11.471 |   0.482 |  52.0333
 2610 | 7.853 | 11.487 |   0.402 |  60.5667
 2611 | 7.357 | 11.704 |   0.425 |  37.9000
 2612 | 7.386 | 11.312 |   0.335 |  52.8667
 2613 | 7.370 | 11.364 |   0.350 |  77.9333
 2614 | 7.400 | 11.907 |   0.343 |  27.2000
 2615 | 7.400 | 11.907 |   0.343 |  65.5333
 2616 | 7.643 | 10.417 |   0.403 |  57.2000
 2617 | 7.692 | 11.288 |   0.401 |  53.2333
 2618 | 7.310 | 11.722 |   0.372 |  26.8000
 2619 | 7.635 | 11.223 |   0.396 |  62.4667
 2620 | 7.340 | 11.474 |   0.371 |  54.6333
 2621 | 7.458 | 11.470 |   0.392 |  63.5667
 2622 | 8.189 | 11.375 |   0.502 |  52.7667
 2623 | 7.589 | 11.362 |   0.383 |  59.9667
 2624 | 8.085 | 11.344 |   0.483 |  67.8667
 2625 | 7.502 | 10.091 |   0.460 |  46.4333
 2626 | 7.697 | 11.416 |   0.385 |  54.1333
 2627 | 7.419 | 11.736 |   0.386 |  44.8667
 2628 | 8.121 | 10.833 |   0.419 |  34.1667
 2629 | 8.082 | 10.872 |   0.416 |  49.0000
 2630 | 7.283 | 10.767 |   0.413 |  78.1333
 2631 | 7.551 | 11.168 |   0.403 |  53.0333
 2632 | 7.605 | 11.388 |   0.391 |  42.1333
 2633 | 7.689 | 11.159 |   0.381 |  56.8333
 2634 | 7.205 | 11.200 |   0.385 |  59.0333
 2635 | 6.980 | 11.819 |   0.417 |  74.4000
 2636 | 7.909 | 11.449 |   0.397 |  43.3667
 2637 | 7.896 | 11.610 |   0.430 |  32.6000
 2638 | 7.541 | 11.550 |   0.403 |  51.1000
 2639 | 7.724 | 11.614 |   0.458 |  69.0000
 2640 | 7.843 | 11.467 |   0.418 |  57.1000
 2641 | 7.803 | 11.570 |   0.412 |  37.6333
 2642 | 8.754 | 12.000 |   0.407 |  55.8000
 2643 | 7.891 | 10.793 |   0.412 |  52.9333
 2644 | 7.878 | 11.314 |   0.412 |  33.4000
 2645 | 7.740 | 11.042 |   0.405 |  75.2000
 2646 | 8.224 | 11.996 |   0.426 |  38.2000
 2647 | 7.833 | 11.891 |   0.458 |  45.4000
 2648 | 8.177 | 11.873 |   0.428 |  42.2333
 2649 | 8.177 | 11.873 |   0.428 |  24.4667
 2650 | 7.616 | 11.797 |   0.433 |  75.2000
 2651 | 7.710 | 11.732 |   0.507 |  43.5667
 2652 | 7.953 | 11.412 |   0.605 |  37.0333
 2653 | 7.953 | 11.812 |   0.358 |  38.2333
 2654 | 7.843 | 11.536 |   0.432 |  49.6667
 2655 | 7.625 | 11.550 |   0.376 |  56.2333
 2656 | 8.067 | 10.611 |   0.376 |  48.5333
 2657 | 7.706 | 11.674 |   0.451 |  33.2667
 2658 | 7.797 | 11.522 |   0.383 |  74.7000
 2659 | 7.906 | 12.000 |   0.418 |  42.4000
 2660 | 7.674 | 11.531 |   0.409 |  87.6000
 2661 | 7.850 | 12.000 |   0.395 |  84.9000
 2662 | 7.538 | 11.617 |   0.457 |  77.0333
 2663 | 7.635 | 11.371 |   0.439 |  43.0667
 2664 | 7.635 | 11.371 |   0.439 |  31.1667
 2665 | 7.959 | 11.948 |   0.416 |  83.8667
 2666 | 7.702 | 10.983 |   0.447 |  45.9333
 2667 | 7.137 | 11.390 |   0.378 |  37.8667
 2668 | 7.815 | 11.366 |   0.391 |  33.1333
 2669 | 7.687 | 11.359 |   0.424 |  60.9333
 2670 | 7.874 | 11.545 |   0.463 |  44.3667
 2671 | 8.319 | 11.475 |   0.421 |  36.0000
 2672 | 7.620 | 11.482 |   0.420 |  39.1333
 2673 | 7.532 | 11.449 |   0.475 |   9.8333
 2674 | 8.391 | 11.896 |   0.431 |  46.0000
 2675 | 8.056 | 11.241 |   0.442 |  57.5333
 2676 | 8.393 | 11.685 |   0.430 |  69.6000
 2677 | 8.318 | 11.839 |   0.439 |  66.9000
 2678 | 8.590 | 11.838 |   0.438 |  78.4333
 2679 | 7.748 | 11.758 |   0.446 |  27.5667
 2680 | 8.118 | 12.000 |   0.406 |  26.3333
 2681 | 7.762 | 11.758 |   0.445 |  52.5000
 2682 | 8.450 | 11.770 |   0.411 |  30.8000
 2683 | 8.630 | 12.000 |   0.433 |  42.4667
 2684 | 8.267 | 12.000 |   0.504 |  32.9333
 2685 | 8.301 | 11.290 |   0.428 |  42.6333
 2686 | 8.361 | 11.879 |   0.548 |  43.8333
 2687 | 8.685 | 11.984 |   0.386 |  41.3667
 2688 | 8.310 | 11.611 |   0.409 |  63.6000
 2689 | 8.377 | 11.445 |   0.460 |  61.7667
 2690 | 8.818 | 11.971 |   0.440 |  27.4667
 2691 | 8.580 | 11.443 |   0.417 |  38.7000
 2692 | 9.000 | 11.688 |   0.459 |  72.7000
 2693 | 8.590 | 11.727 |   0.442 |  29.1000
 2694 | 8.549 | 11.699 |   0.593 |  43.1000
 2695 | 8.392 | 11.493 |   0.437 |  42.5000
 2696 | 8.392 | 11.493 |   0.437 |  50.9333
 2697 | 7.955 | 12.000 |   0.440 |  58.8667
 2698 | 8.653 | 11.091 |   0.354 |  36.0667
 2699 | 8.390 | 10.351 |   0.448 |  74.9667
 2700 | 8.612 | 11.544 |   0.423 |  55.6000
 2701 | 8.527 | 10.687 |   0.388 |  39.7000
 2702 | 8.441 | 11.550 |   0.406 |  38.5333
 2703 | 8.386 | 10.910 |   0.396 |  58.3333
 2704 | 8.382 | 10.715 |   0.403 |  60.2000
 2705 | 8.267 | 10.687 |   0.395 |  62.8000
 2706 | 8.491 | 10.745 |   0.422 |  21.9333
 2707 | 8.403 | 10.144 |   0.387 |  71.1333
 2708 | 8.116 | 11.153 |   0.439 |  49.8667
 2709 | 8.632 | 10.757 |   0.393 |  27.2333
 2710 | 8.397 | 11.127 |   0.404 |  71.8000
 2711 | 8.446 | 10.767 |   0.418 |  63.1667
 2712 | 8.446 | 10.767 |   0.418 |  37.9667
 2713 | 8.323 | 10.887 |   0.368 |  65.6000
 2714 | 8.247 | 11.144 |   0.414 |  40.4333
 2715 | 8.218 | 10.906 |   0.467 |  37.8667
 2716 | 8.110 | 10.989 |   0.434 |  63.0333
 2717 | 8.110 | 10.989 |   0.434 |  55.3667
 2718 | 8.114 | 10.969 |   0.470 |  56.9333
 2719 | 8.034 | 10.834 |   0.484 |  43.0667
 2720 | 7.976 | 10.872 |   0.480 |  54.5333
 2721 | 8.165 | 10.940 |   0.425 |  41.1667
 2722 | 7.922 | 10.926 |   0.336 |  39.9000
 2723 | 7.917 | 10.913 |   0.405 |  47.9667
 2724 | 8.057 | 11.042 |   0.415 |  36.9667
 2725 | 7.980 | 11.205 |   0.472 |  43.7333
 2726 | 8.081 | 11.274 |   0.515 |  72.3667
 2727 | 8.021 | 11.298 |   0.411 |  53.9000
 2728 | 8.050 | 11.296 |   0.426 |  36.2667
 2729 | 8.095 | 11.495 |   0.473 |  61.9333
 2730 | 8.145 | 10.529 |   0.559 |  29.7000
 2731 | 8.567 | 11.455 |   0.617 |  40.3667
 2732 | 8.510 | 10.916 |   0.496 |  65.9667
 2733 | 8.075 | 11.410 |   0.435 |  38.1333
 2734 | 8.434 | 11.548 |   0.518 |  46.9667
 2735 | 8.256 | 11.176 |   0.443 |  85.4667
 2736 | 7.676 | 10.986 |   0.434 |  62.6333
 2737 | 8.328 | 11.287 |   0.429 |  83.8667
 2738 | 8.240 | 11.087 |   0.476 |  22.6333
 2739 | 8.456 | 10.792 |   0.478 |  67.2333
 2740 | 8.203 | 11.864 |   0.450 |  52.5000
 2741 | 7.106 | 11.046 |   0.453 |  49.2667
 2742 | 8.594 | 10.547 |   0.458 |  46.2667
 2743 | 8.071 | 11.557 |   0.403 |  56.3000
 2744 | 8.163 | 10.856 |   0.438 |  60.8667
 2745 | 8.203 | 11.691 |   0.423 |  68.1667
 2746 | 8.107 | 11.623 |   0.421 |  52.3667
 2747 | 8.156 | 11.334 |   0.431 |  49.9667
 2748 | 8.206 | 11.279 |   0.382 |  57.6000
 2749 | 8.065 | 11.432 |   0.360 |  33.2333
 2750 | 7.986 | 12.000 |   0.391 |  64.5333
 2751 | 7.517 | 11.674 |   0.380 |  66.7000
 2752 | 8.430 | 11.375 |   0.372 |  43.8000
 2753 | 8.149 | 10.738 |   0.414 |  36.1667
 2754 | 8.456 | 11.523 |   0.383 |  41.0000
 2755 | 8.166 | 11.192 |   0.371 |  64.4000
 2756 | 8.216 | 10.560 |   0.313 |  41.9667
 2757 | 8.208 | 11.103 |   0.386 |  38.2333
 2758 | 8.144 | 10.402 |   0.482 |  37.2000
 2759 | 7.886 | 10.989 |   0.420 |  37.1333
 2760 | 8.001 | 11.637 |   0.343 |  38.9333
 2761 | 8.317 | 10.964 |   0.413 |  59.0333
 2762 | 8.393 | 11.657 |   0.446 |  68.0000
 2763 | 7.872 | 11.132 |   0.393 |  53.5000
 2764 | 8.007 | 10.786 |   0.379 |  62.3667
 2765 | 8.031 | 11.000 |   0.339 |  47.2000
 2766 | 8.066 | 10.095 |   0.453 |  38.2000
 2767 | 8.066 | 10.095 |   0.453 |  48.7000
 2768 | 8.066 | 10.095 |   0.453 |  59.4333
 2769 | 8.866 | 10.029 |   0.441 |  51.4000
 2770 | 8.130 | 10.183 |   0.429 |  51.0000
 2771 | 7.938 | 11.311 |   0.468 |  68.1667
 2772 | 8.339 |  9.938 |   0.430 |  60.3667
 2773 | 8.059 | 10.565 |   0.487 |  35.5000
 2774 | 8.205 | 11.709 |   0.525 |  38.7000
 2775 | 8.094 | 10.413 |   0.503 |  52.0333
 2776 | 8.401 | 11.677 |   0.414 |  58.5000
 2777 | 8.560 | 10.590 |   0.503 |  36.1000
 2778 | 8.852 | 10.847 |   0.452 |  78.3333
 2779 | 8.217 | 11.727 |   0.420 |  80.1333
 2780 | 8.484 | 12.000 |   0.337 |  45.7667
 2781 | 7.960 | 10.929 |   0.429 |  48.9333
 2782 | 8.298 | 10.728 |   0.474 |  47.8667
 2783 | 8.667 | 11.264 |   0.412 |  80.4333
 2784 | 8.278 | 10.521 |   0.490 |  75.3667
 2785 | 8.320 | 10.940 |   0.495 |  65.5000
 2786 | 8.312 | 10.375 |   0.353 |  65.6000
 2787 | 7.663 | 10.940 |   0.425 |  38.4000
 2788 | 7.782 | 11.077 |   0.450 |  42.4667
 2789 | 8.428 | 12.000 |   0.393 |  42.1000
 2790 | 8.080 | 11.363 |   0.406 |  42.3000
 2791 | 8.236 | 11.771 |   0.417 |  53.8333
 2792 | 8.051 | 11.081 |   0.505 |  43.0667
 2793 | 8.025 | 11.180 |   0.431 |  51.8667
 2794 | 8.259 | 11.084 |   0.479 |  74.3000
 2795 | 8.129 | 10.452 |   0.351 |  50.6000
 2796 | 7.716 | 11.201 |   0.455 |  44.0333
 2797 | 8.105 | 11.159 |   0.407 |  40.9000
 2798 | 8.055 | 11.719 |   0.428 |  75.6333
 2799 | 8.153 | 11.952 |   0.415 |  51.6667
 2800 | 8.425 | 11.922 |   0.365 |  62.8667
 2801 | 8.037 | 10.951 |   0.358 |  46.6000
 2802 | 7.835 | 11.507 |   0.383 |  47.4667
 2803 | 7.993 | 11.756 |   0.367 |  47.9667
 2804 | 7.995 | 11.538 |   0.371 |  41.8667
 2805 | 8.015 | 11.678 |   0.392 |  78.7667
 2806 | 7.724 | 11.220 |   0.415 |  40.9333
 2807 | 7.894 | 11.022 |   0.367 |  58.0333
 2808 | 8.102 | 10.774 |   0.337 |  60.6333
 2809 | 7.710 | 11.260 |   0.382 |  37.7000
 2810 | 7.720 | 11.217 |   0.380 |  53.7000
 2811 | 7.937 | 10.382 |   0.355 |  84.9333
 2812 | 7.650 | 11.105 |   0.439 |  62.6000
 2813 | 7.849 | 10.604 |   0.381 |  47.3333
 2814 | 7.275 | 10.018 |   0.432 |  43.8667
 2815 | 7.846 | 10.599 |   0.371 |  51.4333
 2816 | 7.737 | 10.562 |   0.375 |  70.2333
 2817 | 7.931 | 10.669 |   0.372 |  49.5333
 2818 | 7.737 | 10.563 |   0.376 |  56.9667
 2819 | 7.746 | 10.695 |   0.387 |  57.5000
 2820 | 8.558 | 10.569 |   0.360 |  42.5333
 2821 | 7.891 | 11.147 |   0.366 |  51.4667
 2822 | 7.755 | 10.775 |   0.393 |  75.5000
 2823 | 7.938 | 10.769 |   0.399 |  54.0000
 2824 | 8.331 |  9.979 |   0.363 |  63.9333
 2825 | 8.143 | 10.372 |   0.364 |  60.6000
 2826 | 7.970 | 10.677 |   0.374 |  75.9333
 2827 | 8.450 | 10.436 |   0.363 |  55.5333
 2828 | 7.336 | 10.851 |   0.374 |  44.5667
 2829 | 8.093 | 10.828 |   0.366 |  67.7000
 2830 | 8.265 |  9.200 |   0.366 |  44.4333
 2831 | 6.894 | 10.569 |   0.374 |  53.9000
 2832 | 7.699 | 10.731 |   0.346 |  40.7667
 2833 | 7.717 | 10.696 |   0.375 |  49.2333
 2834 | 7.609 | 10.655 |   0.350 |  55.9333
 2835 | 7.635 | 10.717 |   0.367 |  51.5000
 2836 | 7.795 | 10.923 |   0.380 |  64.4333
 2837 | 7.651 | 10.425 |   0.387 |  78.8333
 2838 | 7.800 | 10.624 |   0.377 |  70.0667
 2839 | 7.383 | 10.657 |   0.387 |  55.8000
 2840 | 7.003 | 10.515 |   0.382 |  39.1000
 2841 | 7.696 | 10.646 |   0.381 |  40.8333
 2842 | 7.928 | 10.361 |   0.339 | 115.6000
 2843 | 7.520 | 10.629 |   0.353 |  40.3000
 2844 | 7.840 | 11.809 |   0.399 |  42.2333
 2845 | 7.028 | 10.263 |   0.367 |  47.4667
 2846 | 7.116 | 10.343 |   0.350 |  46.5667
 2847 | 8.047 | 11.142 |   0.373 |  36.2667
 2848 | 7.173 | 10.540 |   0.363 |  39.0000
 2849 | 7.527 | 11.161 |   0.449 |  39.3333
 2850 | 7.478 | 11.043 |   0.405 |  85.5000
 2851 | 7.483 | 11.186 |   0.450 |  67.4333
 2852 | 7.483 | 11.186 |   0.450 |  64.2333
 2853 | 7.498 | 11.183 |   0.437 |  61.0333
 2854 | 7.390 | 10.496 |   0.359 |  55.5000
 2855 | 7.388 | 11.102 |   0.407 |  50.9333
 2856 | 7.529 | 11.301 |   0.317 |  55.3000
 2857 | 7.817 | 11.282 |   0.524 |  58.8667
 2858 | 7.656 | 10.604 |   0.440 |  26.9667
 2859 | 7.760 | 11.309 |   0.615 |  51.3000
 2860 | 7.737 | 10.741 |   0.457 |  35.2000
 2861 | 7.737 | 10.408 |   0.457 |  58.1000
 2862 | 7.207 | 11.324 |   0.450 |  19.6667
 2863 | 7.327 | 11.264 |   0.439 |  47.9667
 2864 | 6.740 | 11.715 |   0.477 |  36.0667
 2865 | 6.740 | 11.715 |   0.477 |  44.5000
 2866 | 7.230 | 11.874 |   0.457 |  50.4667
 2867 | 7.230 | 11.874 |   0.457 |  22.9667
 2868 | 7.228 | 11.745 |   0.423 |  33.9000
 2869 | 7.229 | 11.859 |   0.453 |  56.1333
 2870 | 7.183 | 11.724 |   0.472 |  30.5667
 2871 | 7.421 | 10.917 |   0.362 |  42.1333
 2872 | 7.598 | 11.159 |   0.416 |  39.2333
 2873 | 7.206 | 11.660 |   0.550 |  50.4333
 2874 | 7.196 | 11.458 |   0.479 |  47.1000
 2875 | 7.458 | 11.483 |   0.392 |  44.9667
 2876 | 7.827 | 11.956 |   0.373 |  61.2667
 2877 | 7.675 | 11.654 |   0.379 |  70.1667
 2878 | 7.587 | 11.617 |   0.397 |  40.7667
 2879 | 7.565 | 11.580 |   0.398 |  29.7667
 2880 | 7.389 | 11.530 |   0.396 |  41.8667
 2881 | 7.650 | 11.696 |   0.339 |  17.7333
 2882 | 7.613 | 11.741 |   0.360 |  62.4333
 2883 | 7.513 | 11.680 |   0.403 |  69.3000
 2884 | 7.425 | 11.959 |   0.372 |  43.2333
 2885 | 7.645 | 10.359 |   0.436 |  30.3667
 2886 | 7.624 | 12.000 |   0.410 |  52.2000
 2887 | 7.660 | 11.650 |   0.415 |  43.1000
 2888 | 7.695 | 11.408 |   0.339 |  42.4667
 2889 | 8.194 | 11.947 |   0.404 |  43.8000
 2890 | 7.509 | 11.677 |   0.372 |  56.4667
 2891 | 7.655 | 12.000 |   0.380 |  39.4333
 2892 | 7.362 | 11.482 |   0.351 |  66.4333
 2893 | 7.689 | 11.712 |   0.390 |  40.7667
 2894 | 7.656 | 11.367 |   0.389 |  26.0667
 2895 | 8.256 | 11.361 |   0.368 |  54.9000
 2896 | 7.591 | 11.445 |   0.399 |  41.0000
 2897 | 7.499 | 11.515 |   0.395 |  35.4667
 2898 | 7.094 | 11.633 |   0.388 |  92.4000
 2899 | 7.886 | 10.700 |   0.376 |  57.7333
 2900 | 7.856 | 11.187 |   0.340 |  50.8333
 2901 | 8.206 | 10.919 |   0.390 |  45.4667
 2902 | 7.316 | 11.329 |   0.310 |  73.7667
 2903 | 7.451 | 11.441 |   0.309 |  81.2000
 2904 | 7.531 | 11.309 |   0.366 |  56.6667
 2905 | 7.394 | 10.921 |   0.283 |  49.4000
 2906 | 7.199 | 11.072 |   0.325 |  24.3333
 2907 | 7.035 | 11.315 |   0.362 |  43.0000
 2908 | 7.391 | 10.368 |   0.315 |  52.3333
 2909 | 7.348 | 10.524 |   0.297 |  33.4667
 2910 | 7.553 | 11.248 |   0.320 |  68.2000
 2911 | 7.457 | 11.600 |   0.332 |  40.7000
 2912 | 7.903 | 10.936 |   0.369 |  58.8000
 2913 | 7.334 | 10.664 |   0.410 |  46.4667
 2914 | 6.662 | 10.686 |   0.401 |  56.6000
 2915 | 7.326 | 10.572 |   0.441 |  49.2333
 2916 | 7.401 | 10.948 |   0.400 |  72.0667
 2917 | 7.338 | 10.597 |   0.431 |  56.7000
 2918 | 7.344 | 10.704 |   0.424 |  21.7667
 2919 | 7.215 | 10.568 |   0.420 |  50.5000
 2920 | 7.953 | 10.951 |   0.386 |  68.9667
 2921 | 6.835 | 10.135 |   0.369 |  30.9333
 2922 | 7.472 | 10.633 |   0.506 |  72.1667
 2923 | 7.590 | 11.046 |   0.381 |  66.3000
 2924 | 7.551 | 11.011 |   0.475 |  43.2667
 2925 | 7.208 | 10.389 |   0.429 |  48.6000
 2926 | 7.406 | 10.693 |   0.401 |  46.5000
 2927 | 7.331 | 10.629 |   0.419 |  30.2000
 2928 | 7.341 | 10.568 |   0.390 |  40.8667
 2929 | 6.872 | 10.498 |   0.437 |  81.1000
 2930 | 7.225 | 11.146 |   0.427 |  58.8000
 2931 | 7.154 | 10.656 |   0.484 |  40.3000
 2932 | 7.154 | 10.656 |   0.484 |  45.1000
 2933 | 7.939 | 10.775 |   0.424 |  28.2667
 2934 | 7.025 | 10.879 |   0.399 |  30.9667
 2935 | 7.119 | 10.471 |   0.440 |  68.8667
 2936 | 7.072 | 10.979 |   0.412 |  45.8333
 2937 | 7.072 | 10.979 |   0.412 |  45.8000
 2938 | 6.967 | 10.982 |   0.417 |  50.8000
 2939 | 6.967 | 10.982 |   0.417 |  28.2333
 2940 | 7.249 | 11.193 |   0.437 |  57.1000
 2941 | 7.550 | 11.144 |   0.427 |  52.2333
 2942 | 6.995 | 11.066 |   0.473 |  29.2667
 2943 | 7.043 | 11.227 |   0.466 |  35.2667
 2944 | 7.417 | 11.273 |   0.369 |  63.8333
 2945 | 7.367 | 10.915 |   0.446 |  46.4667
 2946 | 7.248 | 11.195 |   0.440 |  42.6000
 2947 | 7.201 | 10.977 |   0.407 |  80.5667
 2948 | 7.165 | 11.199 |   0.433 |  55.3667
 2949 | 7.156 | 11.546 |   0.433 |  68.2667
 2950 | 7.156 | 11.546 |   0.433 |  74.0667
 2951 | 7.192 | 10.866 |   0.423 |  53.8333
 2952 | 7.205 | 11.073 |   0.341 |  31.7333
 2953 | 7.177 | 11.417 |   0.394 |  53.3000
 2954 | 7.490 | 11.286 |   0.235 |  80.9000
 2955 | 7.086 | 11.385 |   0.449 |  42.2333
 2956 | 7.257 | 11.204 |   0.360 |  51.4000
 2957 | 7.358 | 11.820 |   0.292 |  38.5333
 2958 | 6.945 | 11.328 |   0.406 |  52.3333
 2959 | 7.116 | 10.950 |   0.352 |  49.1000
 2960 | 7.077 | 11.415 |   0.371 |  82.2333
 2961 | 7.017 | 11.262 |   0.389 |  45.8333
 2962 | 7.153 | 11.506 |   0.395 |  39.3667
 2963 | 7.026 | 10.907 |   0.346 |  75.4000
 2964 | 6.968 | 11.141 |   0.375 |  44.7667
 2965 | 6.752 | 11.617 |   0.374 |  39.8000
 2966 | 7.095 | 11.198 |   0.408 |  42.4333
 2967 | 6.618 | 10.730 |   0.437 |  38.1000
 2968 | 6.721 | 11.416 |   0.395 |  29.3333
 2969 | 7.108 | 11.303 |   0.379 |  53.8667
 2970 | 6.871 | 11.261 |   0.388 |  50.9667
 2971 | 6.871 | 11.261 |   0.388 |  41.1333
 2972 | 6.978 | 11.293 |   0.390 |  56.0667
 2973 | 6.973 | 11.883 |   0.442 |  70.5000
 2974 | 6.880 | 11.642 |   0.393 |  45.6333
 2975 | 6.842 | 11.580 |   0.445 |  39.7333
 2976 | 7.078 | 11.772 |   0.406 |  51.6333
 2977 | 6.924 | 11.660 |   0.400 |  32.4667
 2978 | 6.877 | 11.573 |   0.415 |  70.2667
 2979 | 6.767 | 11.471 |   0.362 |  82.2333
 2980 | 6.913 | 11.462 |   0.463 |  55.4667
 2981 | 6.859 | 11.227 |   0.394 |  67.5667
 2982 | 6.842 | 11.443 |   0.393 |  63.4000
 2983 | 7.335 | 11.456 |   0.399 |  59.5000
 2984 | 6.892 | 10.167 |   0.456 |  46.1000
 2985 | 6.905 | 11.305 |   0.405 |  67.1000
 2986 | 7.165 | 11.104 |   0.560 |  26.3667
 2987 | 6.906 | 11.210 |   0.388 |  33.4333
 2988 | 7.008 | 11.011 |   0.484 |  31.6667
 2989 | 6.990 | 10.933 |   0.385 |  64.1333
 2990 | 6.990 | 10.933 |   0.385 |  78.7333
 2991 | 7.079 | 10.988 |   0.392 |  39.2667
 2992 | 6.907 | 11.097 |   0.388 |  90.2667
 2993 | 6.687 | 10.964 |   0.385 |  65.4333
 2994 | 6.671 | 11.052 |   0.369 |  70.5333
 2995 | 6.728 | 11.043 |   0.385 |  30.4667
 2996 | 7.003 | 11.103 |   0.397 |  42.3000
 2997 | 6.805 | 10.968 |   0.331 |  81.7000
 2998 | 7.093 | 11.508 |   0.453 |  54.4000
 2999 | 6.853 | 11.818 |   0.471 |  44.0667
